province,district,subdistrict,population
ชัยภูมิ,เมืองชัยภูมิ,ห้วยบง,7980
ชัยภูมิ,เมืองชัยภูมิ,โนนสำราญ,6818
ชัยภูมิ,เมืองชัยภูมิ,โคกสูง,4793
ชัยภูมิ,เมืองชัยภูมิ,บุ่งคล้า,7571
ชัยภูมิ,เมืองชัยภูมิ,ซับสีทอง,6069
ชัยภูมิ,บ้านเขว้า,บ้านเขว้า,14303
ชัยภูมิ,บ้านเขว้า,ตลาดแร้ง,11140
ชัยภูมิ,บ้านเขว้า,ลุ่มลำชี,9556
ชัยภูมิ,บ้านเขว้า,ชีบน,6056
ชัยภูมิ,บ้านเขว้า,ภูแลนคา,4646
ชัยภูมิ,บ้านเขว้า,โนนแดง,4598
ชัยภูมิ,คอนสวรรค์,คอนสวรรค์,8823
ชัยภูมิ,คอนสวรรค์,ยางหวาย,3646
ชัยภูมิ,คอนสวรรค์,ช่องสามหมอ,3795
ชัยภูมิ,คอนสวรรค์,โนนสะอาด,5372
ชัยภูมิ,คอนสวรรค์,ห้วยไร่,5553
ชัยภูมิ,คอนสวรรค์,บ้านโสก,7021
ชัยภูมิ,คอนสวรรค์,โคกมั่งงอย,7757
ชัยภูมิ,คอนสวรรค์,หนองขาม,5230
ชัยภูมิ,คอนสวรรค์,ศรีสำราญ,5334
ชัยภูมิ,เกษตรสมบูรณ์,บ้านยาง,11108
ชัยภูมิ,เกษตรสมบูรณ์,บ้านหัน,13670
ชัยภูมิ,เกษตรสมบูรณ์,บ้านเดื่อ,15525
ชัยภูมิ,เกษตรสมบูรณ์,บ้านเป้า,10785
ชัยภูมิ,เกษตรสมบูรณ์,กุดเลาะ,7350
ชัยภูมิ,เกษตรสมบูรณ์,โนนกอก,10447
ชัยภูมิ,เกษตรสมบูรณ์,สระโพนทอง,8428
ชัยภูมิ,เกษตรสมบูรณ์,หนองข่า,8668
ชัยภูมิ,เกษตรสมบูรณ์,หนองโพนงาม,13333
ชัยภูมิ,เกษตรสมบูรณ์,บ้านบัว,4937
ชัยภูมิ,เกษตรสมบูรณ์,โนนทอง,7407
ชัยภูมิ,หนองบัวแดง,หนองบัวแดง,17870
ชัยภูมิ,หนองบัวแดง,กุดชุมแสง,14292
ชัยภูมิ,หนองบัวแดง,ถ้ำวัวแดง,10347
ชัยภูมิ,หนองบัวแดง,นางแดด,14357
ชัยภูมิ,หนองบัวแดง,หนองแวง,15396
ชัยภูมิ,หนองบัวแดง,คูเมือง,12209
ชัยภูมิ,หนองบัวแดง,ท่าใหญ่,9163
ชัยภูมิ,หนองบัวแดง,วังชมภู,8240
ชัยภูมิ,จัตุรัส,บ้านกอก,10983
ชัยภูมิ,จัตุรัส,หนองบัวบาน,7969
ชัยภูมิ,จัตุรัส,บ้านขาม,8028
ชัยภูมิ,จัตุรัส,กุดน้ำใส,7762
ชัยภูมิ,จัตุรัส,หนองโดน,5558
ชัยภูมิ,จัตุรัส,ละหาน,12535
ชัยภูมิ,จัตุรัส,หนองบัวใหญ่,7339
ชัยภูมิ,จัตุรัส,หนองบัวโคก,7201
ชัยภูมิ,จัตุรัส,ส้มป่อย,7107
ชัยภูมิ,บำเหน็จณรงค์,บ้านชวน,12385
ชัยภูมิ,บำเหน็จณรงค์,บ้านเพชร,14533
ชัยภูมิ,บำเหน็จณรงค์,บ้านตาล,4640
ชัยภูมิ,บำเหน็จณรงค์,หัวทะเล,6879
ชัยภูมิ,บำเหน็จณรงค์,โคกเริงรมย์,5168
ชัยภูมิ,บำเหน็จณรงค์,เกาะมะนาว,3190
ชัยภูมิ,บำเหน็จณรงค์,โคกเพชรพัฒนา,5799
ชัยภูมิ,หนองบัวระเหว,หนองบัวระเหว,5928
ชัยภูมิ,หนองบัวระเหว,วังตะเฆ่,14428
ชัยภูมิ,หนองบัวระเหว,ห้วยแย้,7492
ชัยภูมิ,หนองบัวระเหว,โคกสะอาด,6387
ชัยภูมิ,หนองบัวระเหว,โสกปลาดุก,4319
ชัยภูมิ,เทพสถิต,วะตะแบก,16269
ชัยภูมิ,เทพสถิต,ห้วยยายจิ๋ว,13985
ชัยภูมิ,เทพสถิต,นายางกลัก,13942
ชัยภูมิ,เทพสถิต,บ้านไร่,13034
ชัยภูมิ,เทพสถิต,โป่งนก,12133
ชัยภูมิ,ภูเขียว,ผักปัง,20098
ชัยภูมิ,ภูเขียว,กวางโจน,11718
ชัยภูมิ,ภูเขียว,หนองคอนไทย,10707
ชัยภูมิ,ภูเขียว,บ้านแก้ง,14479
ชัยภูมิ,ภูเขียว,กุดยม,5285
ชัยภูมิ,ภูเขียว,บ้านเพชร,8875
ชัยภูมิ,ภูเขียว,โคกสะอาด,8769
ชัยภูมิ,ภูเขียว,หนองตูม,11510
ชัยภูมิ,ภูเขียว,โอโล,9313
ชัยภูมิ,ภูเขียว,ธาตุทอง,13634
ชัยภูมิ,ภูเขียว,บ้านดอน,6290
ชัยภูมิ,บ้านแท่น,บ้านแท่น,12568
ชัยภูมิ,บ้านแท่น,สามสวน,10640
ชัยภูมิ,บ้านแท่น,สระพัง,5759
ชัยภูมิ,บ้านแท่น,บ้านเต่า,9341
ชัยภูมิ,บ้านแท่น,หนองคู,6868
ชัยภูมิ,แก้งคร้อ,ช่องสามหมอ,10690
ชัยภูมิ,แก้งคร้อ,หนองขาม,7326
ชัยภูมิ,แก้งคร้อ,นาหนองทุ่ม,18801
ชัยภูมิ,แก้งคร้อ,บ้านแก้ง,7996
ชัยภูมิ,แก้งคร้อ,หนองสังข์,10203
ชัยภูมิ,แก้งคร้อ,หลุบคา,6461
ชัยภูมิ,แก้งคร้อ,โคกกุง,10465
ชัยภูมิ,แก้งคร้อ,เก่าย่าดี,3258
ชัยภูมิ,แก้งคร้อ,ท่ามะไฟหวาน,6675
ชัยภูมิ,แก้งคร้อ,หนองไผ่,10448
