Title,Name,IsMp,IsSenator,IsCabinet,IsActive,MpType,MpProvince,MpZone,Images,PartyName,Party,companyType,countDirector,totalValueShare,countCompShare,totalPctShare
นาย,ชวน หลีกภัย,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชวน-หลีกภัย.jpg,ประชาธิปัตย์,,[],,,,
พันตำรวจตรี,ชวลิต เลาหอุดมพันธ์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชวลิต-เลาหอุดมพันธ์.jpg,ก้าวไกล,,[],,,,
นาย,ชวลิต วิชยสุทธิ์,True,False,False,False,แบ่งเขต,นครพนม,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชวลิต-วิชยสุทธิ์.jpg,ไทยสร้างไทย,,[],,,,
นาย,ชัชวาลล์ คงอุดม,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชัชวาลล์-คงอุดม.jpg,รวมไทยสร้างชาติ,,[],,,,
นาย,ชัย ชิดชอบ,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชัย-ชิดชอบ.jpg,ภูมิใจไทย,,[],,,,
นาย,ชัยชนะ เดชเดโช,True,False,False,True,แบ่งเขต,นครศรีธรรมราช,6.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชัยชนะ-เดชเดโช.jpg,ประชาธิปัตย์,,"['M', 'N', 'I']",3.0,,,
นาย,ชัยยันต์ ผลสุวรรณ์,True,False,False,True,แบ่งเขต,ปทุมธานี,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชัยยันต์-ผลสุวรรณ์.jpg,เพื่อไทย,,"['F', 'L', 'G', 'G']",4.0,,,
นาย,ชัยวัฒน์ เป้าเปี่ยมทรัพย์,True,False,False,True,แบ่งเขต,ฉะเชิงเทรา,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชัยวัฒน์-เป้าเปี่ยมทรัพย์.jpg,รวมไทยสร้างชาติ,,['L'],1.0,,,
นาย,ชัยวุฒิ ธนาคมานุสรณ์,True,False,True,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชัยวุฒิ-ธนาคมานุสรณ์.jpg,พลังประชารัฐ,,['G'],1.0,,,
นาย,ชาญวิทย์ วิภูศิริ,True,False,False,True,แบ่งเขต,กรุงเทพมหานคร,15.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชาญวิทย์-วิภูศิริ.jpg,พลังประชารัฐ,,"['I', 'I', 'I', 'L', 'I', 'L', 'L', 'L', 'L', 'C', 'I', 'F', 'I', 'L', 'I', 'I', 'I']",4.0,292590232.0,13.0,13.558151467237693
นาย,ฐานิสร์ เทียนทอง,True,False,False,False,แบ่งเขต,สระแก้ว,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ฐานิสร์-เทียนทอง.jpg,พลังประชารัฐ,,"['Q', 'I', 'I']",1.0,55575376.0,2.0,2.575271773449656
นางสาว,ตรีนุช เทียนทอง,True,False,True,True,แบ่งเขต,สระแก้ว,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ตรีนุช-เทียนทอง.jpg,พลังประชารัฐ,,['Q'],,30493673.0,1.0,1.413026793479614
นาย,เดชอิศม์ ขาวทอง,True,False,False,True,แบ่งเขต,สงขลา,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เดชอิศม์-ขาวทอง.jpg,ประชาธิปัตย์,,"['L', 'I', 'M']",1.0,10736917.0,2.0,0.49753112392747006
นาย,ชูศักดิ์ แอกทอง,True,False,False,True,แบ่งเขต,สุรินทร์,7.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชูศักดิ์-แอกทอง.jpg,เพื่อไทย,,['L'],0.0,7905722.0,1.0,0.366338191132345
นางสาว,ณธีภัสร์ กุลเศรษฐสิทธิ์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ณธีภัสร์-กุลเศรษฐสิทธิ์.jpg,ก้าวไกล,,['C'],0.0,2697702.0,1.0,0.125007086119915
นาย,ชูวิทย์ พิทักษ์พรพัลลภ,True,False,False,True,แบ่งเขต,อุบลราชธานี,7.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชูวิทย์-พิทักษ์พรพัลลภ.jpg,เพื่อไทย,,"['R', 'F', 'F', 'G']",2.0,893820.0,2.0,0.041418152826258006
นาย,ชัยวุฒิ บรรณวัฒน์,True,False,False,True,แบ่งเขต,ตาก,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชัยวุฒิ-บรรณวัฒน์.jpg,รวมไทยสร้างชาติ,,"['P', 'G', 'G', 'G', 'G']",4.0,16981.0,1.0,0.0007868716890900001
นาย,ชาดา ไทยเศรษฐ์,True,False,False,True,แบ่งเขต,อุทัยธานี,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชาดา-ไทยเศรษฐ์.jpg,ภูมิใจไทย,,"['M', 'R']",2.0,,,
นาย,ฐาปกรณ์ กุลเจริญ,True,False,False,True,แบ่งเขต,สมุทรปราการ,6.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ฐาปกรณ์-กุลเจริญ.jpg,พลังประชารัฐ,,['N'],0.0,311774.0,1.0,0.014447095812639001
นาย,ชำนาญ จันทร์เรือง,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชำนาญ-จันทร์เรือง.jpg,อนาคตใหม่,,['Q'],,3792.0,1.0,0.00017571506065700002
นาย,ชินวรณ์ บุณยเกียรติ,True,False,False,True,แบ่งเขต,นครศรีธรรมราช,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชินวรณ์-บุณยเกียรติ.jpg,ประชาธิปัตย์,,['L'],1.0,,,
นาย,ชุมพล จุลใส,True,False,False,False,แบ่งเขต,ชุมพร,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชุมพล-จุลใส.jpg,รวมไทยสร้างชาติ,,[],,,,
นาย,ชูศักดิ์ คีรีมาศทอง,True,False,False,False,แบ่งเขต,สุโขทัย,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ชูศักดิ์-คีรีมาศทอง.jpg,เพื่อไทย,,[],,,,
นาย,เชิงชาย ชาลีรินทร์,True,False,False,True,แบ่งเขต,ชัยภูมิ,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เชิงชาย-ชาลีรินทร์.jpg,เพื่อไทย,,[],,,,
นาย,เชิดพงศ์ ราชป้องขันธ์,True,False,False,True,แบ่งเขต,บึงกาฬ,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เชิดพงศ์-ราชป้องขันธ์.jpg,เพื่อไทย,,[],,,,
นาย,โชติพิพัฒน์ เตชะโสภณมณี,True,False,False,True,แบ่งเขต,กรุงเทพมหานคร,23.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/โชติพิพัฒน์-เตชะโสภณมณี.jpg,อนาคตใหม่,,['G'],0.0,491095.0,1.0,0.022756536844343003
นาย,โชติวุฒิ ธนาคมานุสรณ์,True,False,False,True,แบ่งเขต,สิงห์บุรี,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/โชติวุฒิ-ธนาคมานุสรณ์.jpg,พลังประชารัฐ,,['G'],1.0,,,
นาย,ไชยวัฒนา ติณรัตน์,True,False,False,True,แบ่งเขต,มหาสารคาม,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ไชยวัฒนา-ติณรัตน์.jpg,เพื่อไทย,,[],,,,
นาย,ไชยา พรหมา,True,False,False,True,แบ่งเขต,หนองบัวลำภู,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ไชยา-พรหมา.jpg,เพื่อไทย,,[],,,,
นาย,ซูการ์โน มะทา,True,False,False,True,แบ่งเขต,ยะลา,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ซูการ์โน-มะทา.jpg,ประชาชาติ,,[],,,,
นางสาว,ญาณธิชา บัวเผื่อน,True,False,False,True,แบ่งเขต,จันทบุรี,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ญาณธิชา-บัวเผื่อน.jpg,ก้าวไกล,,[],,,,
พันตำรวจโท ดร.,ฐนภัทร กิตติวงศา,True,False,False,True,แบ่งเขต,จันทบุรี,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ฐนภัทร-กิตติวงศา.jpg,รวมไทยสร้างชาติ,,[],,,,
นาย,ฐิตินันท์ แสงนาค,True,False,False,True,แบ่งเขต,ขอนแก่น,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ฐิตินันท์-แสงนาค.jpg,อนาคตใหม่,,[],,,,
นางสาว,ฐิติภัสร์ โชติเดชาชัยนันต์,True,False,False,True,แบ่งเขต,กรุงเทพมหานคร,13.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ฐิติภัสร์-โชติเดชาชัยนันต์.jpg,รวมไทยสร้างชาติ,,[],,,,
นาย,ณัฏฐ์ชนน ศรีก่อเกื้อ,True,False,False,True,แบ่งเขต,สงขลา,7.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ณัฏฐ์ชนน-ศรีก่อเกื้อ.jpg,ภูมิใจไทย,,[],,,,
นาย,ณัฏฐพล จรัสรพีพงษ์,True,False,False,False,แบ่งเขต,สุรินทร์,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ณัฏฐพล-จรัสรพีพงษ์.jpg,พลังประชารัฐ,,[],,,,
นาย,ณัฐพงษ์ เรืองปัญญาวุฒิ,True,False,False,True,แบ่งเขต,กรุงเทพมหานคร,28.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ณัฐพงษ์-เรืองปัญญาวุฒิ.jpg,ก้าวไกล,,"['G', 'L', 'L', 'A', 'J', 'J']",1.0,64809886.0,5.0,3.003183821127725
นาย,วราวุธ ศิลปอาชา,True,False,True,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วราวุธ-ศิลปอาชา.jpg,ชาติไทยพัฒนา,,"['G', 'L', 'L', 'J']",3.0,52663.0,1.0,0.0024403170462610002
นาย,ณัฐชา บุญไชยอินสวัสดิ์,True,False,False,True,แบ่งเขต,กรุงเทพมหานคร,25.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ณัฐชา-บุญไชยอินสวัสดิ์.jpg,ก้าวไกล,,[],,,,
นาย,ณัฐพงษ์ สุปริยศิลป์,True,False,False,True,แบ่งเขต,น่าน,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ณัฐพงษ์-สุปริยศิลป์.jpg,เพื่อไทย,,[],,,,
นาย,ณัฐพล สืบศักดิ์วงศ์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ณัฐพล-สืบศักดิ์วงศ์.jpg,ก้าวไกล,,[],,,,
