,Name,Number,Birthdate,Education,ExOccupation,Party,Province,Zone,Image,PastMP,PastGovernment,PastOpposition
204,เสรี สุขถาวร,10,,,,ภูมิใจไทย,นครปฐม,6,/yourcandidates/candidates/ภูมิใจไทย/เสรี_สุขถาวร.webp,False,False,False
205,ระวัง เนตรโพธิ์แก้ว,11,,,,ชาติพัฒนากล้า,นครปฐม,6,,False,False,False
206,วิเชษฐ์ คร้ามศรี,12,,,,ไทยภักดี,นครปฐม,6,,False,False,False
207,สุนิสา สุวรรณเนตย์,13,,,,คลองไทย,นครปฐม,6,,False,False,False
208,เอกราช แก้วเสมา,1,,,,ก้าวไกล,ลพบุรี,1,/yourcandidates/candidates/ก้าวไกล/เอกราช-แก้วเสมา.webp,False,False,False
209,โกศล ทองดี,2,,,,เสรีรวมไทย,ลพบุรี,1,,False,False,False
210,สิทธิชัย หล่อประสงค์สุข,3,,ปริญญาตรี,,เพื่อไทย,ลพบุรี,1,/yourcandidates/candidates/เพื่อไทย/สิทธิชัย-หล่อประสงค์สุข.webp,False,False,False
211,ชมนภัส วงศ์พุ่มระย้า,4,,,,ไทยภักดี,ลพบุรี,1,,False,False,False
212,สุชาติ คัดสูงเนิน,5,,,,พลังประชารัฐ,ลพบุรี,1,,False,False,False
213,สุชาติ แสงนาค,6,,,,ถิ่นกาขาวชาววิไล,ลพบุรี,1,,False,False,False
214,ศรีรัตน์ ฤกษ์พิชัย,7,,,,ไทยสร้างไทย,ลพบุรี,1,,False,False,False
215,ปิติ เลิศวิริยะประภา,8,,,,ประชาธิปัตย์,ลพบุรี,1,,False,False,False
216,พิชัย เกียรติวินัยสกุล,9,,,,รวมไทยสร้างชาติ,ลพบุรี,1,,False,False,False
217,เตชินณ์ ธาราธนวัต,10,,,,ภูมิใจไทย,ลพบุรี,1,/yourcandidates/candidates/ภูมิใจไทย/เตชินณ์_ธาราธนวัต.webp,False,False,False
218,สุชาติ ประกอบทอง,11,,,,เปลี่ยน,ลพบุรี,1,,False,False,False
219,ไพบูลย์ ภู่ธงแก้ว,12,,,,เพื่อชาติไทย,ลพบุรี,1,,False,False,False
220,ทศพล คงตาก,13,,,,คลองไทย,ลพบุรี,1,,False,False,False
221,องอาจ วงษ์ประยูร,1,1962-02-16,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,พลังประชารัฐ,สระบุรี,4,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/องอาจ-วงษ์ประยูร.jpg,True,False,True
222,พิธาน ทรงกัมพล,2,,,,ก้าวไกล,สระบุรี,4,/yourcandidates/candidates/ก้าวไกล/พิธาน-ทรงกัมพล.webp,False,False,False
223,บุญส่ง เกิดหลำ,3,,ปริญญาเอก,,เพื่อไทย,สระบุรี,4,/yourcandidates/candidates/เพื่อไทย/บุญส่ง-เกิดหลำ.webp,False,False,False
224,เหมกร พรหมมา,4,,,,เปลี่ยน,สระบุรี,4,,False,False,False
225,นันทวัชร กี่สง่า,5,,,,ประชาธิปัตย์,สระบุรี,4,,False,False,False
226,วรพัทธ์ พาเจริญ,6,,,,เสรีรวมไทย,สระบุรี,4,,False,False,False
227,พวงเพชร สว่างแก้ว,7,,,,ภูมิใจไทย,สระบุรี,4,/yourcandidates/candidates/ภูมิใจไทย/พวงเพชร_สว่างแก้ว.webp,False,False,False
228,ชนัตถ์ นันทปัญญา,8,,,,รวมไทยสร้างชาติ,สระบุรี,4,,False,False,False
229,อำนาจ กลิ่นหอม,9,,,,ไทยภักดี,สระบุรี,4,,False,False,False
230,ทิพวรรณ สุขเกษม,10,,,,คลองไทย,สระบุรี,4,,False,False,False
231,อนันต์ ปรีดาสุทธิจิตต์,1,,ปริญญาโท,,เพื่อไทย,ชลบุรี,5,/yourcandidates/candidates/เพื่อไทย/อนันต์-ปรีดาสุทธิจิตต์.webp,False,False,False
232,ประมวล เอมเปีย,2,,,,พลังประชารัฐ,ชลบุรี,5,,False,False,False
233,ธงชัย นกหงษ์,3,,,,ภูมิใจไทย,ชลบุรี,5,/yourcandidates/candidates/ภูมิใจไทย/ร.ต.ท.ธงชัย_นกหงษ์.webp,False,False,False
234,ทรงศักดิ์ แซ่ลี้,4,,,,เสรีรวมไทย,ชลบุรี,5,,False,False,False
235,ภานุพงศ์ คำมูลอามาตย์,5,,,,ก้าวไกล,ชลบุรี,5,/yourcandidates/candidates/ก้าวไกล/ภานุพงศ์-คำมูลอามาตย์.webp,False,False,False
236,พรชัย วงศ์ล้อมนิล,6,,,,ไทยสร้างไทย,ชลบุรี,5,,False,False,False
237,รณเทพ อนุวัฒน์,7,1959-02-19,ปริญญาโท,ที่ปรึกษากฎหมายชาวบ้าน,รวมไทยสร้างชาติ,ชลบุรี,5,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/รณเทพ-อนุวัฒน์.jpg,True,True,False
238,ลิขิต อัศวจารุวรรณ,8,,,,ประชาธิปัตย์,ชลบุรี,5,,False,False,False
239,ไชยอนันต์ ขวัญกิจไพศาล,9,,,,ไทยภักดี,ชลบุรี,5,,False,False,False
240,จักรินทร์ กันหาพันธ์,10,,,,คลองไทย,ชลบุรี,5,,False,False,False
241,จิระ เมธีวิวัฒน์,1,,,,ไทยสร้างไทย,ชัยนาท,2,,False,False,False
242,ประเสริฐ อินทร์ทับ,2,,,,เสรีรวมไทย,ชัยนาท,2,,False,False,False
243,วุฒิชัย เสนาเก่า,3,,,,รวมไทยสร้างชาติ,ชัยนาท,2,,False,False,False
244,ปัญญา ไทยรัตนกุล,4,,,,พลังประชารัฐ,ชัยนาท,2,,False,False,False
245,สนธยา ภูษิต,5,,,,ประชาธิปัตย์,ชัยนาท,2,,False,False,False
246,วิฑูร ลี้ธีระนานนท์,6,,ปริญญาตรี,,เพื่อไทย,ชัยนาท,2,/yourcandidates/candidates/เพื่อไทย/วิฑูร-ลี้ธีระนานนท์.webp,False,False,False
247,สุทธิพจน์ เชื้ออภัยวงษ์,7,,,,ก้าวไกล,ชัยนาท,2,/yourcandidates/candidates/ก้าวไกล/สุทธิพจน์-เชื้ออภัยวงษ์.webp,False,False,False
248,ธงชัย จ้อยชู,8,,,,ชาติพัฒนากล้า,ชัยนาท,2,,False,False,False
249,มณเฑียร สงฆ์ประชา,9,1957-02-15,ปริญญาตรี,สมาชิกสภาผู้แทนราษฎร,ภูมิใจไทย,ชัยนาท,2,/yourcandidates/candidates/ภูมิใจไทย/มณเฑียร_สงฆ์ประชา.webp,True,True,False
250,มุกรวี บุญงาม,10,,,,ไทยภักดี,ชัยนาท,2,,False,False,False
251,ครรชิตพล พรมชาติ,1,,,,เสรีรวมไทย,ศรีสะเกษ,1,,False,False,False
252,สิริพงศ์ อังคสกุลเกียรติ,2,1976-12-26,ปริญญาเอก,สมาชิกสภาผู้แทนราษฎร,ภูมิใจไทย,ศรีสะเกษ,1,/yourcandidates/candidates/ภูมิใจไทย/สิริพงศ์_อังคสกุลเกียรติ.webp,True,True,False
253,ปิ่น นันทะเสน,3,,,,ประชาธิปัตย์,ศรีสะเกษ,1,,False,False,False
254,ธเนศ เครือรัตน์,4,,ปริญญาโท,,เพื่อไทย,ศรีสะเกษ,1,/yourcandidates/candidates/เพื่อไทย/ธเนศ-เครือรัตน์.webp,False,False,False
255,บุญหรัด ถึงไชย,5,,,,ก้าวไกล,ศรีสะเกษ,1,/yourcandidates/candidates/ก้าวไกล/บุญหรัด-ถึงไชย.webp,False,False,False
256,ประเสริฐ เวียงจันทร์,6,,,,ไทยภักดี,ศรีสะเกษ,1,,False,False,False
257,สุรสิทธิ์ ศรีผุย,7,,,,รวมไทยสร้างชาติ,ศรีสะเกษ,1,,False,False,False
258,ธนินท์ธร ศรีขาว,8,,,,พลังประชารัฐ,ศรีสะเกษ,1,,False,False,False
259,วุฒิชาติ บุญขันธ์,9,,,,ประชาธิปไตยใหม่,ศรีสะเกษ,1,,False,False,False
260,ภูมิพัฒน์ พรหมมา,10,,,,ทางเลือกใหม่,ศรีสะเกษ,1,,False,False,False
