จังหวัด,อำเภอ,ตำบล,เขตเลือกตั้ง,index,เทศบาล,เขตเลือกตั้ง
สุพรรณบุรี,เมืองสุพรรณบุรี,โคกโคเฒ่า,1,สุพรรณบุรีเมืองสุพรรณบุรีโคกโคเฒ่า,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,ดอนกำยาน,1,สุพรรณบุรีเมืองสุพรรณบุรีดอนกำยาน,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,ดอนตาล,1,สุพรรณบุรีเมืองสุพรรณบุรีดอนตาล,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,ดอนโพธิ์ทอง,1,สุพรรณบุรีเมืองสุพรรณบุรีดอนโพธิ์ทอง,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,ดอนมะสังข์,1,สุพรรณบุรีเมืองสุพรรณบุรีดอนมะสังข์,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,ตลิ่งชัน,1,สุพรรณบุรีเมืองสุพรรณบุรีตลิ่งชัน,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,ทับตีเหล็ก,1,สุพรรณบุรีเมืองสุพรรณบุรีทับตีเหล็ก,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,ท่าพี่เลี้ยง,1,สุพรรณบุรีเมืองสุพรรณบุรีท่าพี่เลี้ยง,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,ท่าระหัด,1,สุพรรณบุรีเมืองสุพรรณบุรีท่าระหัด,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,บางกุ้ง,1,สุพรรณบุรีเมืองสุพรรณบุรีบางกุ้ง,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,บ้านโพธิ์,1,สุพรรณบุรีเมืองสุพรรณบุรีบ้านโพธิ์,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,ไผ่ขวาง,1,สุพรรณบุรีเมืองสุพรรณบุรีไผ่ขวาง,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,พิหารแดง,1,สุพรรณบุรีเมืองสุพรรณบุรีพิหารแดง,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,โพธิ์พระยา,1,สุพรรณบุรีเมืองสุพรรณบุรีโพธิ์พระยา,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,รั้วใหญ่,1,สุพรรณบุรีเมืองสุพรรณบุรีรั้วใหญ่,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,ศาลาขาว,1,สุพรรณบุรีเมืองสุพรรณบุรีศาลาขาว,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,สนามคลี,1,สุพรรณบุรีเมืองสุพรรณบุรีสนามคลี,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,สนามชัย,1,สุพรรณบุรีเมืองสุพรรณบุรีสนามชัย,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,สระแก้ว,1,สุพรรณบุรีเมืองสุพรรณบุรีสระแก้ว,,1
สุพรรณบุรี,เมืองสุพรรณบุรี,สวนแตง,1,สุพรรณบุรีเมืองสุพรรณบุรีสวนแตง,,1
สุพรรณบุรี,ศรีประจันต์,ดอนปรู,5,สุพรรณบุรีศรีประจันต์ดอนปรู,,5
สุพรรณบุรี,ศรีประจันต์,บางงาม,5,สุพรรณบุรีศรีประจันต์บางงาม,,5
สุพรรณบุรี,ศรีประจันต์,บ้านกร่าง,5,สุพรรณบุรีศรีประจันต์บ้านกร่าง,,5
สุพรรณบุรี,ศรีประจันต์,ปลายนา,5,สุพรรณบุรีศรีประจันต์ปลายนา,,5
สุพรรณบุรี,ศรีประจันต์,มดแดง,5,สุพรรณบุรีศรีประจันต์มดแดง,,5
สุพรรณบุรี,ศรีประจันต์,วังน้ำซับ,5,สุพรรณบุรีศรีประจันต์วังน้ำซับ,,5
สุพรรณบุรี,ศรีประจันต์,วังยาง,5,สุพรรณบุรีศรีประจันต์วังยาง,,5
สุพรรณบุรี,ศรีประจันต์,วังหว้า,5,สุพรรณบุรีศรีประจันต์วังหว้า,,5
สุพรรณบุรี,ศรีประจันต์,ศรีประจันต์,5,สุพรรณบุรีศรีประจันต์ศรีประจันต์,,5
สุพรรณบุรี,สองพี่น้อง,ดอนมะนาว,2,สุพรรณบุรีสองพี่น้องดอนมะนาว,,2
สุพรรณบุรี,สองพี่น้อง,ต้นตาล,2,สุพรรณบุรีสองพี่น้องต้นตาล,,2
สุพรรณบุรี,สองพี่น้อง,ทุ่งคอก,3,สุพรรณบุรีสองพี่น้องทุ่งคอก,,3
สุพรรณบุรี,สองพี่น้อง,เนินพระปรางค์,2,สุพรรณบุรีสองพี่น้องเนินพระปรางค์,,2
สุพรรณบุรี,สองพี่น้อง,บ่อสุพรรณ,3,สุพรรณบุรีสองพี่น้องบ่อสุพรรณ,,3
สุพรรณบุรี,สองพี่น้อง,บางตะเคียน,2,สุพรรณบุรีสองพี่น้องบางตะเคียน,,2
สุพรรณบุรี,สองพี่น้อง,บางตาเถร,2,สุพรรณบุรีสองพี่น้องบางตาเถร,,2
สุพรรณบุรี,สองพี่น้อง,บางพลับ,2,สุพรรณบุรีสองพี่น้องบางพลับ,,2
สุพรรณบุรี,สองพี่น้อง,บางเลน,2,สุพรรณบุรีสองพี่น้องบางเลน,,2
สุพรรณบุรี,สองพี่น้อง,บ้านกุ่ม,2,สุพรรณบุรีสองพี่น้องบ้านกุ่ม,,2
สุพรรณบุรี,สองพี่น้อง,บ้านช้าง,2,สุพรรณบุรีสองพี่น้องบ้านช้าง,,2
สุพรรณบุรี,สองพี่น้อง,ศรีสำราญ,2,สุพรรณบุรีสองพี่น้องศรีสำราญ,,2
สุพรรณบุรี,สองพี่น้อง,สองพี่น้อง,2,สุพรรณบุรีสองพี่น้องสองพี่น้อง,,2
สุพรรณบุรี,สองพี่น้อง,หนองบ่อ,3,สุพรรณบุรีสองพี่น้องหนองบ่อ,,3
สุพรรณบุรี,สองพี่น้อง,หัวโพธิ์,2,สุพรรณบุรีสองพี่น้องหัวโพธิ์,,2
สุพรรณบุรี,สองพี่น้อง,ทุ่งคอก,3,สุพรรณบุรีสองพี่น้องทุ่งคอก,เทศบาลตำบลทุ่งคอก,3
สุพรรณบุรี,สามชุก,กระเสียว,5,สุพรรณบุรีสามชุกกระเสียว,,5
สุพรรณบุรี,สามชุก,บ้านสระ,5,สุพรรณบุรีสามชุกบ้านสระ,,5
สุพรรณบุรี,สามชุก,ย่านยาว,5,สุพรรณบุรีสามชุกย่านยาว,,5
สุพรรณบุรี,สามชุก,วังลึก,5,สุพรรณบุรีสามชุกวังลึก,,5
สุพรรณบุรี,สามชุก,สามชุก,5,สุพรรณบุรีสามชุกสามชุก,,5
สุพรรณบุรี,สามชุก,หนองผักนาก,5,สุพรรณบุรีสามชุกหนองผักนาก,,5
สุพรรณบุรี,สามชุก,หนองสะเดา,5,สุพรรณบุรีสามชุกหนองสะเดา,,5
สุพรรณบุรี,หนองหญ้าไซ,แจงงาม,4,สุพรรณบุรีหนองหญ้าไซแจงงาม,,4
สุพรรณบุรี,หนองหญ้าไซ,ทัพหลวง,4,สุพรรณบุรีหนองหญ้าไซทัพหลวง,,4
สุพรรณบุรี,หนองหญ้าไซ,หนองขาม,4,สุพรรณบุรีหนองหญ้าไซหนองขาม,,4
สุพรรณบุรี,หนองหญ้าไซ,หนองโพธิ์,4,สุพรรณบุรีหนองหญ้าไซหนองโพธิ์,,4
สุพรรณบุรี,หนองหญ้าไซ,หนองราชวัตร,5,สุพรรณบุรีหนองหญ้าไซหนองราชวัตร,,5
สุพรรณบุรี,หนองหญ้าไซ,หนองหญ้าไซ,5,สุพรรณบุรีหนองหญ้าไซหนองหญ้าไซ,,5
สุพรรณบุรี,อู่ทอง,กระจัน,3,สุพรรณบุรีอู่ทองกระจัน,,3
สุพรรณบุรี,อู่ทอง,จรเข้สามพัน,3,สุพรรณบุรีอู่ทองจรเข้สามพัน,,3
สุพรรณบุรี,อู่ทอง,เจดีย์,3,สุพรรณบุรีอู่ทองเจดีย์,,3
สุพรรณบุรี,อู่ทอง,ดอนคา,3,สุพรรณบุรีอู่ทองดอนคา,,3
สุพรรณบุรี,อู่ทอง,ดอนมะเกลือ,3,สุพรรณบุรีอู่ทองดอนมะเกลือ,,3
สุพรรณบุรี,อู่ทอง,บ้านโข้ง,3,สุพรรณบุรีอู่ทองบ้านโข้ง,,3
สุพรรณบุรี,อู่ทอง,บ้านดอน,3,สุพรรณบุรีอู่ทองบ้านดอน,,3
สุพรรณบุรี,อู่ทอง,พลับพลาไชย,3,สุพรรณบุรีอู่ทองพลับพลาไชย,,3
สุพรรณบุรี,อู่ทอง,ยุ้งทะลาย,3,สุพรรณบุรีอู่ทองยุ้งทะลาย,,3
สุพรรณบุรี,อู่ทอง,สระพังลาน,3,สุพรรณบุรีอู่ทองสระพังลาน,,3
สุพรรณบุรี,อู่ทอง,สระยายโสม,3,สุพรรณบุรีอู่ทองสระยายโสม,,3
สุพรรณบุรี,อู่ทอง,หนองโอ่ง,3,สุพรรณบุรีอู่ทองหนองโอ่ง,,3
สุพรรณบุรี,อู่ทอง,อู่ทอง,3,สุพรรณบุรีอู่ทองอู่ทอง,,3
สุราษฎร์ธานี,กาญจนดิษฐ์,กรูด,7,สุราษฎร์ธานีกาญจนดิษฐ์กรูด,,7
สุราษฎร์ธานี,กาญจนดิษฐ์,กะแดะ,7,สุราษฎร์ธานีกาญจนดิษฐ์กะแดะ,,7
สุราษฎร์ธานี,กาญจนดิษฐ์,คลองสระ,2,สุราษฎร์ธานีกาญจนดิษฐ์คลองสระ,,2
สุราษฎร์ธานี,กาญจนดิษฐ์,ช้างขวา,7,สุราษฎร์ธานีกาญจนดิษฐ์ช้างขวา,,7
สุราษฎร์ธานี,กาญจนดิษฐ์,ช้างซ้าย,7,สุราษฎร์ธานีกาญจนดิษฐ์ช้างซ้าย,,7
สุราษฎร์ธานี,กาญจนดิษฐ์,ตะเคียนทอง,7,สุราษฎร์ธานีกาญจนดิษฐ์ตะเคียนทอง,,7
สุราษฎร์ธานี,กาญจนดิษฐ์,ท่าทอง,2,สุราษฎร์ธานีกาญจนดิษฐ์ท่าทอง,,2
สุราษฎร์ธานี,กาญจนดิษฐ์,ท่าทองใหม่,7,สุราษฎร์ธานีกาญจนดิษฐ์ท่าทองใหม่,,7
สุราษฎร์ธานี,กาญจนดิษฐ์,ท่าอุแท,2,สุราษฎร์ธานีกาญจนดิษฐ์ท่าอุแท,,2
สุราษฎร์ธานี,กาญจนดิษฐ์,ทุ่งกง,7,สุราษฎร์ธานีกาญจนดิษฐ์ทุ่งกง,,7
สุราษฎร์ธานี,กาญจนดิษฐ์,ทุ่งรัง,7,สุราษฎร์ธานีกาญจนดิษฐ์ทุ่งรัง,,7
สุราษฎร์ธานี,กาญจนดิษฐ์,ป่าร่อน,7,สุราษฎร์ธานีกาญจนดิษฐ์ป่าร่อน,,7
สุราษฎร์ธานี,กาญจนดิษฐ์,พลายวาส,2,สุราษฎร์ธานีกาญจนดิษฐ์พลายวาส,,2
สุราษฎร์ธานี,เกาะพะงัน,เกาะเต่า,2,สุราษฎร์ธานีเกาะพะงันเกาะเต่า,,2
สุราษฎร์ธานี,เกาะพะงัน,เกาะพะงัน,2,สุราษฎร์ธานีเกาะพะงันเกาะพะงัน,,2
สุราษฎร์ธานี,เกาะพะงัน,บ้านใต้,2,สุราษฎร์ธานีเกาะพะงันบ้านใต้,,2
สุราษฎร์ธานี,เกาะสมุย,ตลิ่งงาม,2,สุราษฎร์ธานีเกาะสมุยตลิ่งงาม,,2
สุราษฎร์ธานี,เกาะสมุย,บ่อผุด,2,สุราษฎร์ธานีเกาะสมุยบ่อผุด,,2
สุราษฎร์ธานี,เกาะสมุย,มะเร็ต,2,สุราษฎร์ธานีเกาะสมุยมะเร็ต,,2
สุราษฎร์ธานี,เกาะสมุย,แม่น้ำ,2,สุราษฎร์ธานีเกาะสมุยแม่น้ำ,,2
สุราษฎร์ธานี,เกาะสมุย,ลิปะน้อย,2,สุราษฎร์ธานีเกาะสมุยลิปะน้อย,,2
สุราษฎร์ธานี,เกาะสมุย,หน้าเมือง,2,สุราษฎร์ธานีเกาะสมุยหน้าเมือง,,2
สุราษฎร์ธานี,เกาะสมุย,อ่างทอง,2,สุราษฎร์ธานีเกาะสมุยอ่างทอง,,2
สุราษฎร์ธานี,คีรีรัฐนิคม,กะเปา,4,สุราษฎร์ธานีคีรีรัฐนิคมกะเปา,,4
สุราษฎร์ธานี,คีรีรัฐนิคม,ถ้ำสิงขร,4,สุราษฎร์ธานีคีรีรัฐนิคมถ้ำสิงขร,,4
สุราษฎร์ธานี,คีรีรัฐนิคม,ท่ากระดาน,4,สุราษฎร์ธานีคีรีรัฐนิคมท่ากระดาน,,4
สุราษฎร์ธานี,คีรีรัฐนิคม,ท่าขนอน,4,สุราษฎร์ธานีคีรีรัฐนิคมท่าขนอน,,4
สุราษฎร์ธานี,คีรีรัฐนิคม,น้ำหัก,4,สุราษฎร์ธานีคีรีรัฐนิคมน้ำหัก,,4
สุราษฎร์ธานี,คีรีรัฐนิคม,บ้านทำเนียบ,4,สุราษฎร์ธานีคีรีรัฐนิคมบ้านทำเนียบ,,4
สุราษฎร์ธานี,คีรีรัฐนิคม,บ้านยาง,4,สุราษฎร์ธานีคีรีรัฐนิคมบ้านยาง,,4
สุราษฎร์ธานี,คีรีรัฐนิคม,ย่านยาว,4,สุราษฎร์ธานีคีรีรัฐนิคมย่านยาว,,4
สุราษฎร์ธานี,เคียนซา,เขาตอก,3,สุราษฎร์ธานีเคียนซาเขาตอก,,3
สุราษฎร์ธานี,เคียนซา,เคียนซา,3,สุราษฎร์ธานีเคียนซาเคียนซา,,3
สุราษฎร์ธานี,เคียนซา,บ้านเสด็จ,5,สุราษฎร์ธานีเคียนซาบ้านเสด็จ,,5
สุราษฎร์ธานี,เคียนซา,พ่วงพรมคร,3,สุราษฎร์ธานีเคียนซาพ่วงพรมคร,,3
สุราษฎร์ธานี,เคียนซา,อรัญคามวารี,3,สุราษฎร์ธานีเคียนซาอรัญคามวารี,,3
สุราษฎร์ธานี,ชัยบุรี,คลองน้อย,5,สุราษฎร์ธานีชัยบุรีคลองน้อย,,5
สุราษฎร์ธานี,ชัยบุรี,ชัยบุรี,5,สุราษฎร์ธานีชัยบุรีชัยบุรี,,5
สุราษฎร์ธานี,ชัยบุรี,ไทรทอง,5,สุราษฎร์ธานีชัยบุรีไทรทอง,,5
สุราษฎร์ธานี,ชัยบุรี,สองแพรก,5,สุราษฎร์ธานีชัยบุรีสองแพรก,,5
สุราษฎร์ธานี,ไชยา,ตลาดไชยา,6,สุราษฎร์ธานีไชยาตลาดไชยา,,6
สุราษฎร์ธานี,ไชยา,ตะกรบ,6,สุราษฎร์ธานีไชยาตะกรบ,,6
สุราษฎร์ธานี,ไชยา,ทุ่ง,6,สุราษฎร์ธานีไชยาทุ่ง,,6
สุราษฎร์ธานี,ไชยา,ปากหมาก,6,สุราษฎร์ธานีไชยาปากหมาก,,6
สุราษฎร์ธานี,ไชยา,ป่าเว,6,สุราษฎร์ธานีไชยาป่าเว,,6
สุราษฎร์ธานี,ไชยา,พุมเรียง,6,สุราษฎร์ธานีไชยาพุมเรียง,,6
สุราษฎร์ธานี,ไชยา,โมถ่าย,6,สุราษฎร์ธานีไชยาโมถ่าย,,6
สุราษฎร์ธานี,ไชยา,เลม็ด,6,สุราษฎร์ธานีไชยาเลม็ด,,6
สุราษฎร์ธานี,ไชยา,เวียง,6,สุราษฎร์ธานีไชยาเวียง,,6
สุราษฎร์ธานี,ดอนสัก,ชลคราม,2,สุราษฎร์ธานีดอนสักชลคราม,,2
สุราษฎร์ธานี,ดอนสัก,ไชยคราม,2,สุราษฎร์ธานีดอนสักไชยคราม,,2
สุราษฎร์ธานี,ดอนสัก,ดอนสัก,2,สุราษฎร์ธานีดอนสักดอนสัก,,2
สุราษฎร์ธานี,ดอนสัก,ปากแพรก,2,สุราษฎร์ธานีดอนสักปากแพรก,,2
สุราษฎร์ธานี,ท่าฉาง,เขาถ่าน,6,สุราษฎร์ธานีท่าฉางเขาถ่าน,,6
สุราษฎร์ธานี,ท่าฉาง,คลองไทร,6,สุราษฎร์ธานีท่าฉางคลองไทร,,6
สุราษฎร์ธานี,ท่าฉาง,ท่าเคย,6,สุราษฎร์ธานีท่าฉางท่าเคย,,6
สุราษฎร์ธานี,ท่าฉาง,ท่าฉาง,6,สุราษฎร์ธานีท่าฉางท่าฉาง,,6
สุราษฎร์ธานี,ท่าฉาง,ปากฉลุย,6,สุราษฎร์ธานีท่าฉางปากฉลุย,,6
สุราษฎร์ธานี,ท่าฉาง,เสวียด,6,สุราษฎร์ธานีท่าฉางเสวียด,,6
สุราษฎร์ธานี,ท่าชนะ,คลองพา,6,สุราษฎร์ธานีท่าชนะคลองพา,,6
สุราษฎร์ธานี,ท่าชนะ,คันธุลี,6,สุราษฎร์ธานีท่าชนะคันธุลี,,6
สุราษฎร์ธานี,ท่าชนะ,ท่าชนะ,6,สุราษฎร์ธานีท่าชนะท่าชนะ,,6
สุราษฎร์ธานี,ท่าชนะ,ประสงค์,6,สุราษฎร์ธานีท่าชนะประสงค์,,6
สุราษฎร์ธานี,ท่าชนะ,วัง,6,สุราษฎร์ธานีท่าชนะวัง,,6
สุราษฎร์ธานี,ท่าชนะ,สมอทอง,6,สุราษฎร์ธานีท่าชนะสมอทอง,,6
สุราษฎร์ธานี,บ้านตาขุน,เขาพัง,4,สุราษฎร์ธานีบ้านตาขุนเขาพัง,,4
สุราษฎร์ธานี,บ้านตาขุน,เขาวง,4,สุราษฎร์ธานีบ้านตาขุนเขาวง,,4
สุราษฎร์ธานี,บ้านตาขุน,พรุไทย,4,สุราษฎร์ธานีบ้านตาขุนพรุไทย,,4
สุราษฎร์ธานี,บ้านตาขุน,พะแสง,4,สุราษฎร์ธานีบ้านตาขุนพะแสง,,4
สุราษฎร์ธานี,บ้านนาเดิม,ทรัพย์ทวี,7,สุราษฎร์ธานีบ้านนาเดิมทรัพย์ทวี,,7
สุราษฎร์ธานี,บ้านนาเดิม,ท่าเรือ,7,สุราษฎร์ธานีบ้านนาเดิมท่าเรือ,,7
สุราษฎร์ธานี,บ้านนาเดิม,นาใต้,7,สุราษฎร์ธานีบ้านนาเดิมนาใต้,,7
สุราษฎร์ธานี,บ้านนาเดิม,บ้านนา,7,สุราษฎร์ธานีบ้านนาเดิมบ้านนา,,7
สุราษฎร์ธานี,บ้านนาสาร,คลองปราบ,3,สุราษฎร์ธานีบ้านนาสารคลองปราบ,,3
สุราษฎร์ธานี,บ้านนาสาร,ควนศรี,3,สุราษฎร์ธานีบ้านนาสารควนศรี,,3
สุราษฎร์ธานี,บ้านนาสาร,ควนสุบรรณ,3,สุราษฎร์ธานีบ้านนาสารควนสุบรรณ,,3
สุราษฎร์ธานี,บ้านนาสาร,ท่าชี,3,สุราษฎร์ธานีบ้านนาสารท่าชี,,3
สุราษฎร์ธานี,บ้านนาสาร,ทุ่งเตา,7,สุราษฎร์ธานีบ้านนาสารทุ่งเตา,,7
สุราษฎร์ธานี,บ้านนาสาร,ทุ่งเตาใหม่,7,สุราษฎร์ธานีบ้านนาสารทุ่งเตาใหม่,,7
สุราษฎร์ธานี,บ้านนาสาร,นาสาร,3,สุราษฎร์ธานีบ้านนาสารนาสาร,,3
สุราษฎร์ธานี,บ้านนาสาร,น้ำพุ,3,สุราษฎร์ธานีบ้านนาสารน้ำพุ,,3
สุราษฎร์ธานี,บ้านนาสาร,พรุพี,3,สุราษฎร์ธานีบ้านนาสารพรุพี,,3
สุราษฎร์ธานี,บ้านนาสาร,เพิ่มพูนทรัพย์,3,สุราษฎร์ธานีบ้านนาสารเพิ่มพูนทรัพย์,,3
สุราษฎร์ธานี,บ้านนาสาร,ลำพูน,3,สุราษฎร์ธานีบ้านนาสารลำพูน,,3
สุราษฎร์ธานี,พนม,คลองชะอุ่น,5,สุราษฎร์ธานีพนมคลองชะอุ่น,,5
สุราษฎร์ธานี,พนม,คลองศก,5,สุราษฎร์ธานีพนมคลองศก,,5
สุราษฎร์ธานี,พนม,ต้นยวน,5,สุราษฎร์ธานีพนมต้นยวน,,5
สุราษฎร์ธานี,พนม,พนม,5,สุราษฎร์ธานีพนมพนม,,5
สุราษฎร์ธานี,พนม,พลูเถื่อน,5,สุราษฎร์ธานีพนมพลูเถื่อน,,5
สุราษฎร์ธานี,พนม,พังกาญจน์,5,สุราษฎร์ธานีพนมพังกาญจน์,,5
สุราษฎร์ธานี,พระแสง,ไทรขึง,5,สุราษฎร์ธานีพระแสงไทรขึง,,5
สุราษฎร์ธานี,พระแสง,ไทรโสภา,5,สุราษฎร์ธานีพระแสงไทรโสภา,,5
สุราษฎร์ธานี,พระแสง,บางสวรรค์,5,สุราษฎร์ธานีพระแสงบางสวรรค์,,5
สุราษฎร์ธานี,พระแสง,สาคู,5,สุราษฎร์ธานีพระแสงสาคู,,5
สุราษฎร์ธานี,พระแสง,สินเจริญ,5,สุราษฎร์ธานีพระแสงสินเจริญ,,5
สุราษฎร์ธานี,พระแสง,สินปุน,5,สุราษฎร์ธานีพระแสงสินปุน,,5
สุราษฎร์ธานี,พระแสง,อิปัน,5,สุราษฎร์ธานีพระแสงอิปัน,,5
สุราษฎร์ธานี,พุนพิน,กรูด,4,สุราษฎร์ธานีพุนพินกรูด,,4
สุราษฎร์ธานี,พุนพิน,เขาหัวควาย,4,สุราษฎร์ธานีพุนพินเขาหัวควาย,,4
สุราษฎร์ธานี,พุนพิน,ตะปาน,4,สุราษฎร์ธานีพุนพินตะปาน,,4
สุราษฎร์ธานี,พุนพิน,ท่าข้าม,4,สุราษฎร์ธานีพุนพินท่าข้าม,,4
สุราษฎร์ธานี,พุนพิน,ท่าโรงช้าง,4,สุราษฎร์ธานีพุนพินท่าโรงช้าง,,4
สุราษฎร์ธานี,พุนพิน,ท่าสะท้อน,4,สุราษฎร์ธานีพุนพินท่าสะท้อน,,4
สุราษฎร์ธานี,พุนพิน,น้ำรอบ,4,สุราษฎร์ธานีพุนพินน้ำรอบ,,4
สุราษฎร์ธานี,พุนพิน,บางงอน,4,สุราษฎร์ธานีพุนพินบางงอน,,4
สุราษฎร์ธานี,พุนพิน,บางเดือน,4,สุราษฎร์ธานีพุนพินบางเดือน,,4
สุราษฎร์ธานี,พุนพิน,บางมะเดื่อ,4,สุราษฎร์ธานีพุนพินบางมะเดื่อ,,4
สุราษฎร์ธานี,พุนพิน,พุนพิน,4,สุราษฎร์ธานีพุนพินพุนพิน,,4
สุราษฎร์ธานี,พุนพิน,มะลวน,4,สุราษฎร์ธานีพุนพินมะลวน,,4
สุราษฎร์ธานี,พุนพิน,ลีเล็ด,4,สุราษฎร์ธานีพุนพินลีเล็ด,,4
สุราษฎร์ธานี,พุนพิน,ศรีวิชัย,4,สุราษฎร์ธานีพุนพินศรีวิชัย,,4
สุราษฎร์ธานี,พุนพิน,หนองไทร,4,สุราษฎร์ธานีพุนพินหนองไทร,,4
สุราษฎร์ธานี,พุนพิน,หัวเตย,4,สุราษฎร์ธานีพุนพินหัวเตย,,4
สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,ขุนทะเล,7,สุราษฎร์ธานีเมืองสุราษฎร์ธานีขุนทะเล,,7
สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,คลองฉนาก,1,สุราษฎร์ธานีเมืองสุราษฎร์ธานีคลองฉนาก,,1
สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,คลองน้อย,1,สุราษฎร์ธานีเมืองสุราษฎร์ธานีคลองน้อย,,1
สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,ตลาด,1,สุราษฎร์ธานีเมืองสุราษฎร์ธานีตลาด,,1
สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,บางกุ้ง,1,สุราษฎร์ธานีเมืองสุราษฎร์ธานีบางกุ้ง,,1
สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,บางชนะ,1,สุราษฎร์ธานีเมืองสุราษฎร์ธานีบางชนะ,,1
สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,บางไทร,1,สุราษฎร์ธานีเมืองสุราษฎร์ธานีบางไทร,,1
สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,บางใบไม้,1,สุราษฎร์ธานีเมืองสุราษฎร์ธานีบางใบไม้,,1
สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,บางโพธิ์,1,สุราษฎร์ธานีเมืองสุราษฎร์ธานีบางโพธิ์,,1
สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,มะขามเตี้ย,1,สุราษฎร์ธานีเมืองสุราษฎร์ธานีมะขามเตี้ย,,1
สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,วัดประดู่,7,สุราษฎร์ธานีเมืองสุราษฎร์ธานีวัดประดู่,,7
สุราษฎร์ธานี,วิภาวดี,ตะกุกใต้,6,สุราษฎร์ธานีวิภาวดีตะกุกใต้,,6
สุราษฎร์ธานี,วิภาวดี,ตะกุกเหนือ,6,สุราษฎร์ธานีวิภาวดีตะกุกเหนือ,,6
สุราษฎร์ธานี,เวียงสระ,เขานิพันธ์,3,สุราษฎร์ธานีเวียงสระเขานิพันธ์,,3
สุราษฎร์ธานี,เวียงสระ,คลองฉนวน,3,สุราษฎร์ธานีเวียงสระคลองฉนวน,,3
สุราษฎร์ธานี,เวียงสระ,ทุ่งหลวง,3,สุราษฎร์ธานีเวียงสระทุ่งหลวง,,3
สุราษฎร์ธานี,เวียงสระ,บ้านส้อง,3,สุราษฎร์ธานีเวียงสระบ้านส้อง,,3
สุราษฎร์ธานี,เวียงสระ,เวียงสระ,3,สุราษฎร์ธานีเวียงสระเวียงสระ,,3
สุรินทร์,กาบเชิง,กาบเชิง,8,สุรินทร์กาบเชิงกาบเชิง,,8
สุรินทร์,กาบเชิง,คูตัน,8,สุรินทร์กาบเชิงคูตัน,,8
สุรินทร์,กาบเชิง,โคกตะเคียน,8,สุรินทร์กาบเชิงโคกตะเคียน,,8
สุรินทร์,กาบเชิง,ด่าน,8,สุรินทร์กาบเชิงด่าน,,8
สุรินทร์,กาบเชิง,ตะเคียน,8,สุรินทร์กาบเชิงตะเคียน,,8
สุรินทร์,กาบเชิง,แนงมุด,8,สุรินทร์กาบเชิงแนงมุด,,8
สุรินทร์,เขวาสินรินทร์,เขวาสินรินทร์,2,สุรินทร์เขวาสินรินทร์เขวาสินรินทร์,,2
สุรินทร์,เขวาสินรินทร์,ตากูก,2,สุรินทร์เขวาสินรินทร์ตากูก,,2
สุรินทร์,เขวาสินรินทร์,บ้านแร่,2,สุรินทร์เขวาสินรินทร์บ้านแร่,,2
สุรินทร์,เขวาสินรินทร์,บึง,2,สุรินทร์เขวาสินรินทร์บึง,,2
สุรินทร์,เขวาสินรินทร์,ปราสาททอง,2,สุรินทร์เขวาสินรินทร์ปราสาททอง,,2
สุรินทร์,จอมพระ,กระหาด,3,สุรินทร์จอมพระกระหาด,,3
สุรินทร์,จอมพระ,จอมพระ,3,สุรินทร์จอมพระจอมพระ,,3
สุรินทร์,จอมพระ,ชุมแสง,3,สุรินทร์จอมพระชุมแสง,,3
สุรินทร์,จอมพระ,บ้านผือ,3,สุรินทร์จอมพระบ้านผือ,,3
สุรินทร์,จอมพระ,บุแกรง,3,สุรินทร์จอมพระบุแกรง,,3
สุรินทร์,จอมพระ,เป็นสุข,3,สุรินทร์จอมพระเป็นสุข,,3
สุรินทร์,จอมพระ,เมืองลีง,3,สุรินทร์จอมพระเมืองลีง,,3
สุรินทร์,จอมพระ,ลุ่มระวี,3,สุรินทร์จอมพระลุ่มระวี,,3
สุรินทร์,จอมพระ,หนองสนิท,3,สุรินทร์จอมพระหนองสนิท,,3
