number,title_name,title,name,party,mptype,province,zone,gender,birthdate*,education*,exoccupation*
13,นายนพดล กุลละวณิชย์,นาย,นพดล กุลละวณิชย์,ทางเลือกใหม่,เขต,กรุงเทพมหานคร,15,male,,,
16,นายธนดล จันทร์สุนทร,นาย,ธนดล จันทร์สุนทร,เพื่อชาติไทย,เขต,กรุงเทพมหานคร,17,male,,,
17,นายต้นสัก สนิทนาม,นาย,ต้นสัก สนิทนาม,ภราดรภาพ,เขต,กรุงเทพมหานคร,17,male,,,
15,นายธงไชย มหาโพธิ์,นาย,ธงไชย มหาโพธิ์,ราษฎร์วิถี,เขต,กรุงเทพมหานคร,23,male,,,
16,นายประสงค์ ประสพโชค,นาย,ประสงค์ ประสพโชค,ทางเลือกใหม่,เขต,กรุงเทพมหานคร,25,male,,,
11,นางสาวสุวลักษณ์ พวงมาลัย,นางสาว,สุวลักษณ์ พวงมาลัย,ภราดรภาพ,เขต,กรุงเทพมหานคร,28,female,,,
14,นายสุวัฒน์ ไรโอ สมิทธ์กุล,นาย,สุวัฒน์ ไรโอ สมิทธ์กุล,เส้นด้าย,เขต,กรุงเทพมหานคร,31,male,,,
9,นายชัยณรงค์ ทรัพย์อุดม,นาย,ชัยณรงค์ ทรัพย์อุดม,ไทยภักดี,เขต,สมุทรปราการ,1,male,,,
8,นายประยุต ทรัพย์อุดม,นาย,ประยุต ทรัพย์อุดม,ไทยภักดี,เขต,สมุทรปราการ,4,male,,,
10,นายพัทรภูมิ โชคลาภ,นาย,พัทรภูมิ โชคลาภ,ไทยภักดี,เขต,สมุทรปราการ,7,male,,,
4,พันตำรวจโทประกฤติ จวนกระจ่าง,พันตำรวจโท,ประกฤติ จวนกระจ่าง,เสรีรวมไทย,เขต,กาญจนบุรี,5,,,,
9,นางสาวเจนจิรา ดำชะไว,นางสาว,เจนจิรา ดำชะไว,ไทยภักดี,เขต,ปทุมธานี,2,female,,,
10,นายสุทิน บุญญบาล,นาย,สุทิน บุญญบาล,ไทยภักดี,เขต,ปทุมธานี,4,male,,,
10,นายสมพงษ์ เนียมเล็ก,นาย,สมพงษ์ เนียมเล็ก,เพื่อชาติไทย,เขต,พระนครศรีอยุธยา,1,male,,,
9,นางสาวกันยารัตน์ คอนกรีต,นางสาว,กันยารัตน์ คอนกรีต,เพื่อชาติไทย,เขต,พระนครศรีอยุธยา,4,female,,,
13,นายสมชาย สุขแสนนาน,นาย,สมชาย สุขแสนนาน,เพื่อชาติไทย,เขต,พระนครศรีอยุธยา,5,male,,,
12,นายไพบูลย์ ภู่ธงแก้ว,นาย,ไพบูลย์ ภู่ธงแก้ว,เพื่อชาติไทย,เขต,ลพบุรี,1,male,,,
9,นายเรืองยศ ทองย้อย,นาย,เรืองยศ ทองย้อย,ไทยภักดี,เขต,สระบุรี,2,male,,,
8,นางสาวสุนิษา เจริญเพ็ง,นางสาว,สุนิษา เจริญเพ็ง,ไทยภักดี,เขต,สระบุรี,3,female,,,
9,นายอำนาจ กลิ่นหอม,นาย,อำนาจ กลิ่นหอม,ไทยภักดี,เขต,สระบุรี,4,male,,,
5,พันตำรวจโทสุชาติ ชนะคุ้ม,พันตำรวจโท,สุชาติ ชนะคุ้ม,เสรีรวมไทย,เขต,นครศรีธรรมราช,10,,,,
9,นายจักรพรรณ พลอยพานิชย์,นาย,จักรพรรณ พลอยพานิชย์,ไทยสร้างไทย,เขต,จันทบุรี,1,male,,,
10,นายวินัย ผดุงเจริญ,นาย,วินัย ผดุงเจริญ,รักษ์ผืนป่าประเทศไทย,เขต,ฉะเชิงเทรา,1,male,,,
6,นางสาวอุทัยรัตน์ ถาวรยิ่ง,นางสาว,อุทัยรัตน์ ถาวรยิ่ง,รวมไทยสร้างชาติ,เขต,สระแก้ว,1,female,,,
11,นายสายัณห์ สำนักโนน,นาย,สายัณห์ สำนักโนน,ประชากรไทย,เขต,นครราชสีมา,1,male,,,
12,นายดวน ฤทธิ์จอหอ,นาย,ดวน ฤทธิ์จอหอ,ประชากรไทย,เขต,นครราชสีมา,2,male,,,
9,นายรุ่งโรจน์ วรชมพู,นาย,รุ่งโรจน์ วรชมพู,ประชาธิปัตย์,เขต,นครราชสีมา,5,male,,,
9,นายรุ่งเรือง จรรยา,นาย,รุ่งเรือง จรรยา,เพื่อชาติไทย,เขต,นครราชสีมา,8,male,,,
9,นายชัชเวศย์ เหิมหาญ,นาย,ชัชเวศย์ เหิมหาญ,ไทยศรีวิไลย์,เขต,นครราชสีมา,13,male,,,
10,นายสาธิต วัชรภาสกร,นาย,สาธิต วัชรภาสกร,ชาติรุ่งเรือง,เขต,นครราชสีมา,15,male,,,
11,นายพรศักดิ์ แดงทรัพย์,นาย,พรศักดิ์ แดงทรัพย์,ไทยภักดี,เขต,บุรีรัมย์,1,male,,,
12,นางสาวสกล เหล่าบุรี,นางสาว,สกล เหล่าบุรี,ไทยภักดี,เขต,บุรีรัมย์,7,female,,,
10,นายสำรวล กะทิศาสตร์,นาย,สำรวล กะทิศาสตร์,เพื่อชาติไทย,เขต,บุรีรัมย์,10,male,,,
10,นายพิเชษฐ หล่าบรรเทา,นาย,พิเชษฐ หล่าบรรเทา,พลังสังคมใหม่,เขต,สุรินทร์,1,male,,,
11,นางจำนงค์ ฤทธิรณ,นาง,จำนงค์ ฤทธิรณ,ประชาธิปไตยใหม่,เขต,สุรินทร์,1,female,,,
12,นายสุพร วัฒนาเอี่ยวสกุล,นาย,สุพร วัฒนาเอี่ยวสกุล,ไทยก้าวหน้า,เขต,สุรินทร์,1,male,,,
10,นางนางปภาอร หงษ์สูง,นาง,นางปภาอร หงษ์สูง,ประชาธิปไตยใหม่,เขต,สุรินทร์,2,female,,,
11,นายเสถียร สุขประเสริฐ,นาย,เสถียร สุขประเสริฐ,ไทยก้าวหน้า,เขต,สุรินทร์,2,male,,,
11,นายสุพัฒน์ โพธิสาร,นาย,สุพัฒน์ โพธิสาร,ไทยก้าวหน้า,เขต,สุรินทร์,3,male,,,
12,นายนิรันดร บุญนิติรัตน์,นาย,นิรันดร บุญนิติรัตน์,ประชาธิปไตยใหม่,เขต,สุรินทร์,3,male,,,
11,นายพิชัย กะการดี,นาย,พิชัย กะการดี,ประชาธิปไตยใหม่,เขต,สุรินทร์,4,male,,,
12,นายไพศาล ศิริปุญญะบุษ,นาย,ไพศาล ศิริปุญญะบุษ,ไทยก้าวหน้า,เขต,สุรินทร์,4,male,,,
11,นายภัทรพล หงษ์สูง,นาย,ภัทรพล หงษ์สูง,ประชาธิปไตยใหม่,เขต,สุรินทร์,5,male,,,
10,นายเสาว์ กรวยทอง,นาย,เสาว์ กรวยทอง,ประชาธิปไตยใหม่,เขต,สุรินทร์,6,male,,,
11,นายธีระทัศน์ เตียวเจริญโสภา,นาย,ธีระทัศน์ เตียวเจริญโสภา,รวมไทยสร้างชาติ,เขต,สุรินทร์,6,male,,,
10,นายพิรุณ บูรณะ,นาย,พิรุณ บูรณะ,ประชาธิปไตยใหม่,เขต,สุรินทร์,8,male,,,
10,นายภูมิพัฒน์ พรหมมา,นาย,ภูมิพัฒน์ พรหมมา,ทางเลือกใหม่,เขต,ศรีสะเกษ,1,male,,,
11,นายเกรียงไกร ภูมิลักษณ์,นาย,เกรียงไกร ภูมิลักษณ์,ทางเลือกใหม่,เขต,ศรีสะเกษ,3,male,,,
9,นายสมพงษ์ คำเสียง,นาย,สมพงษ์ คำเสียง,คลองไทย,เขต,ศรีสะเกษ,7,male,,,
7,นายภูริภัทร มุขประดับ,นาย,ภูริภัทร มุขประดับ,คลองไทย,เขต,ศรีสะเกษ,8,male,,,
9,นายณรงค์ชัย วีระกุล,นาย,ณรงค์ชัย วีระกุล,เพื่อไทย,เขต,อุบลราชธานี,2,male,,,
10,นายอภิชัย เกษงาม,นาย,อภิชัย เกษงาม,พลังสังคมใหม่,เขต,อุบลราชธานี,6,male,,,
11,นายประเทศ ทับทิมหิน,นาย,ประเทศ ทับทิมหิน,ประชาธิปไตยใหม่,เขต,อุบลราชธานี,6,male,,,
12,นายกระสุน วงค์ผา,นาย,กระสุน วงค์ผา,เสรีรวมไทย,เขต,อุบลราชธานี,6,male,,,
11,นางสาวพรพิศ พันสาย,นางสาว,พรพิศ พันสาย,เสรีรวมไทย,เขต,ยโสธร,2,female,,,
8,นายวันชัย ลือมงคล,นาย,วันชัย ลือมงคล,เสรีรวมไทย,เขต,ชัยภูมิ,1,male,,,
9,นายทศ ตาลชัย,นาย,ทศ ตาลชัย,ไทยภักดี,เขต,ชัยภูมิ,1,male,,,
9,นายธนดล ลือมงคล,นาย,ธนดล ลือมงคล,เสรีรวมไทย,เขต,ชัยภูมิ,3,male,,,
11,นายปฐมพัฒน์ ผาทอง,นาย,ปฐมพัฒน์ ผาทอง,เสรีรวมไทย,เขต,ชัยภูมิ,7,male,,,
9,นายอภิวัฒน์ ประวิเศษ,นาย,อภิวัฒน์ ประวิเศษ,ไทยภักดี,เขต,บึงกาฬ,1,male,,,
11,นายกิตติศักดิ์ กีรติวิศัลย์,นาย,กิตติศักดิ์ กีรติวิศัลย์,ไทยภักดี,เขต,บึงกาฬ,2,male,,,
10,นางสาวธีรารัตน์ วรพันธ์,นางสาว,ธีรารัตน์ วรพันธ์,เสรีรวมไทย,เขต,หนองบัวลำภู,3,female,,,
3,พันตำรวจโทโสภณ จันทรโชติ,พันตำรวจโท,โสภณ จันทรโชติ,เสรีรวมไทย,เขต,สงขลา,7,,,,
15,นายหนูดี นามาก,นาย,หนูดี นามาก,ทางเลือกใหม่,เขต,ขอนแก่น,1,male,,,
12,นายสมคิด โพธิ์ศรี,นาย,สมคิด โพธิ์ศรี,ไทยสร้างไทย,เขต,ขอนแก่น,3,male,,,
16,นายสุรเดช แก้วกัลยา,นาย,สุรเดช แก้วกัลยา,สามัญชน,เขต,ขอนแก่น,4,male,,,
13,นายจิรจิตติ์ นามจันดี,นาย,จิรจิตติ์ นามจันดี,รักษ์ผืนป่าประเทศไทย,เขต,ขอนแก่น,5,male,,,
14,นางสาวพัชราพรรณ บุตรสิม,นางสาว,พัชราพรรณ บุตรสิม,เสรีรวมไทย,เขต,ขอนแก่น,5,female,,,
13,นายอาทิตย์ นามหล้า,นาย,อาทิตย์ นามหล้า,คลองไทย,เขต,ขอนแก่น,7,male,,,
19,พันตำรวจเอกภัทรพล เล่าเปี่ยม,พันตำรวจเอก,ภัทรพล เล่าเปี่ยม,เสรีรวมไทย,บัญชีรายชื่อ,,,,,,
13,นายบุสดี ปัตพี,นาย,บุสดี ปัตพี,ไทยภักดี,เขต,ขอนแก่น,10,male,,,
11,นายอภิวัฒน์ โรมเมือง,นาย,อภิวัฒน์ โรมเมือง,ประชาธิปัตย์,เขต,อุดรธานี,4,male,,,
12,นายเอกราช ราวินิช,นาย,เอกราช ราวินิช,ไทยภักดี,เขต,อุดรธานี,4,male,,,
13,นายไวพจน์ โกลี,นาย,ไวพจน์ โกลี,ครูไทยเพื่อประชาชน,เขต,อุดรธานี,5,male,,,
12,นายอรรถชัย วงศาอ้วน,นาย,อรรถชัย วงศาอ้วน,ไทยภักดี,เขต,อุดรธานี,6,male,,,
14,นางบุณชญา นามอาษา,นาง,บุณชญา นามอาษา,ไทยภักดี,เขต,อุดรธานี,8,female,,,
12,นางพูนทรัพย์ สุรสรณ์,นาง,พูนทรัพย์ สุรสรณ์,ประชาธิปไตยใหม่,เขต,เลย,2,female,,,
10,นายสุรศักดิ์ ภาระพงษ์,นาย,สุรศักดิ์ ภาระพงษ์,ไทยภักดี,เขต,เลย,3,male,,,
15,นายปัญญา สารพล,นาย,ปัญญา สารพล,ทางเลือกใหม่,เขต,มหาสารคาม,1,male,,,
13,นายจรัส ชูคันหอม,นาย,จรัส ชูคันหอม,ช่วยชาติ,เขต,มหาสารคาม,5,male,,,
11,นายธีราพัทธ์ พาณิชย์,นาย,ธีราพัทธ์ พาณิชย์,เสรีรวมไทย,เขต,มหาสารคาม,6,male,,,
9,นางโฉมนัส คุ้มเมือง,นาง,โฉมนัส คุ้มเมือง,พลังสังคมใหม่,เขต,ร้อยเอ็ด,5,female,,,
11,นายปิยะรัช หมื่นแสน,นาย,ปิยะรัช หมื่นแสน,ประชาธิปไตยใหม่,เขต,ร้อยเอ็ด,6,male,,,
12,นางหุ่ณยนย์ อาจเมือง,นาง,หุ่ณยนย์ อาจเมือง,พลังสังคมใหม่,เขต,ร้อยเอ็ด,7,female,,,
9,นายอุบล แก้วประสาน,นาย,อุบล แก้วประสาน,ประชาธิปไตยใหม่,เขต,ร้อยเอ็ด,8,male,,,
10,นายสุภาพร ชีวาจร,นาย,สุภาพร ชีวาจร,พลังสังคมใหม่,เขต,ร้อยเอ็ด,8,male,,,
11,นายโชคชัย ชนะดี,นาย,โชคชัย ชนะดี,เพื่อชาติไทย,เขต,ร้อยเอ็ด,8,male,,,
12,นายชยพล ญศมูลมณี,นาย,ชยพล ญศมูลมณี,ทางเลือกใหม่,เขต,ร้อยเอ็ด,8,male,,,
10,นายธนวัฒน์ ภูบุญเต็ม,นาย,ธนวัฒน์ ภูบุญเต็ม,ชาติพัฒนากล้า,เขต,สกลนคร,1,male,,,
11,นายพลวุฒิ อินธิเสน,นาย,พลวุฒิ อินธิเสน,ไทยภักดี,เขต,สกลนคร,1,male,,,
16,นางสาวสุพัตรา ดาวเศรษฐ์,นางสาว,สุพัตรา ดาวเศรษฐ์,ไทยภักดี,เขต,สกลนคร,2,female,,,
10,นางสาวศิริพร พาพรมลิก,นางสาว,ศิริพร พาพรมลิก,ไทยภักดี,เขต,สกลนคร,3,female,,,
55,พันตำรวจเอกสุทัศน์ ชัยมงคล,พันตำรวจเอก,สุทัศน์ ชัยมงคล,เสรีรวมไทย,บัญชีรายชื่อ,,,,,,
14,นายประสิทธิ์ จันทร์มาลา,นาย,ประสิทธิ์ จันทร์มาลา,ไทยภักดี,เขต,สกลนคร,4,male,,,
11,นางเกษา พลข้อ,นาง,เกษา พลข้อ,ไทยภักดี,เขต,สกลนคร,5,female,,,
12,นายธนัฐ จันทร์มาลา,นาย,ธนัฐ จันทร์มาลา,ไทยภักดี,เขต,สกลนคร,6,male,,,
10,นายจารุวัฒน์ อัจฉริยชีวิน,นาย,จารุวัฒน์ อัจฉริยชีวิน,ไทยภักดี,เขต,สกลนคร,7,male,,,
3,พันตำรวจเอกปัญญา ชะเอมเทศ,พันตำรวจเอก,ปัญญา ชะเอมเทศ,เสรีรวมไทย,เขต,ปทุมธานี,6,,,,
10,นางคำพลอย นิกรกุล,นาง,คำพลอย นิกรกุล,ไทยภักดี,เขต,นครพนม,1,female,,,
10,นายอาทิตย์ ตั้งธรรม,นาย,อาทิตย์ ตั้งธรรม,ไทยภักดี,เขต,นครพนม,2,male,,,
12,นางสาวทริยา พรหมแสง,นางสาว,ทริยา พรหมแสง,ไทยภักดี,เขต,นครพนม,3,female,,,
13,นายพรรษา อ่อนหวาน,นาย,พรรษา อ่อนหวาน,ไทยภักดี,เขต,นครพนม,4,male,,,
10,นางกิ่งฟ้า อรพันธ์,นาง,กิ่งฟ้า อรพันธ์,ประชาธิปไตยใหม่,เขต,มุกดาหาร,1,female,,,
11,นายชลชาติ อาจหาญ,นาย,ชลชาติ อาจหาญ,ไทยภักดี,เขต,มุกดาหาร,1,male,,,
10,นายทวีศักดิ์ ประทุมลี,นาย,ทวีศักดิ์ ประทุมลี,ประชาธิปัตย์,เขต,มุกดาหาร,2,male,,,
11,นางสาวชุติมณฑน์ วรรณสิน,นางสาว,ชุติมณฑน์ วรรณสิน,ไทยภักดี,เขต,มุกดาหาร,2,female,,,
12,นายชินกร ขวัญเมือง,นาย,ชินกร ขวัญเมือง,ทางเลือกใหม่,เขต,มุกดาหาร,2,male,,,
13,นายสมชาย สายเจียง,นาย,สมชาย สายเจียง,คลองไทย,เขต,มุกดาหาร,2,male,,,
5,พันตำรวจเอกพงศ์พล พงษ์พิลา,พันตำรวจเอก,พงศ์พล พงษ์พิลา,เสรีรวมไทย,เขต,พระนครศรีอยุธยา,3,,,,
12,นายธงชัย ฝั้นแก้ว,นาย,ธงชัย ฝั้นแก้ว,เพื่อชาติไทย,เขต,เชียงใหม่,1,male,,,
13,นายมานพ วรรณวงค์,นาย,มานพ วรรณวงค์,คลองไทย,เขต,เชียงใหม่,1,male,,,
11,นายชาญ มโนนัย,นาย,ชาญ มโนนัย,เพื่อชาติไทย,เขต,เชียงใหม่,2,male,,,
13,นายเลิศ คำดวงดาว,นาย,เลิศ คำดวงดาว,คลองไทย,เขต,เชียงใหม่,4,male,,,
11,นายเอนก เดชาคำ,นาย,เอนก เดชาคำ,พลังบูรพา,เขต,เชียงใหม่,6,male,,,
11,นายไพรัตน์ ธรรมธิ,นาย,ไพรัตน์ ธรรมธิ,พลังบูรพา,เขต,เชียงใหม่,7,male,,,
12,นายทักษิณ กันทา,นาย,ทักษิณ กันทา,คลองไทย,เขต,เชียงใหม่,8,male,,,
13,นายชวลิต ศรีทอง,นาย,ชวลิต ศรีทอง,ไทยศรีวิไลย์,เขต,เชียงใหม่,8,male,,,
12,นางชมผ่องพรรณ สุต๋าคำหิรัณย์,นาง,ชมผ่องพรรณ สุต๋าคำหิรัณย์,พลัง,เขต,เชียงใหม่,10,female,,,
9,นางณัฐวรรณ์ แป้งเงิน,นาง,ณัฐวรรณ์ แป้งเงิน,คลองไทย,เขต,อุตรดิตถ์,1,female,,,
6,พันตำรวจเอกนรงค์ แสวงจิตร์,พันตำรวจเอก,นรงค์ แสวงจิตร์,เสรีรวมไทย,เขต,สระบุรี,1,,,,
6,นายธรรมนัส พรหมเผ่า,นาย,ธรรมนัส พรหมเผ่า,พลังประชารัฐ,เขต,พะเยา,1,male,,,
6,นายอนุรัตน์ ตันบรรจง,นาย,อนุรัตน์ ตันบรรจง,พลังประชารัฐ,เขต,พะเยา,2,male,,,
6,นายจีรเดช ศรีวิราช,นาย,จีรเดช ศรีวิราช,พลังประชารัฐ,เขต,พะเยา,3,male,,,
12,นางสาวชรินทร์ทิพย์ ชิงชัยพงษ์,นางสาว,ชรินทร์ทิพย์ ชิงชัยพงษ์,ชาติรุ่งเรือง,เขต,แม่ฮ่องสอน,2,female,,,
13,นายอนุพันธ์ หาญประดับทอง,นาย,อนุพันธ์ หาญประดับทอง,เพื่อชาติ,เขต,แม่ฮ่องสอน,2,male,,,
8,นายพิทยา ทับทิมไทย,นาย,พิทยา ทับทิมไทย,รวมไทยสร้างชาติ,เขต,สุโขทัย,3,male,,,
12,นางสาวรัตติกร บัวจรูญ,นางสาว,รัตติกร บัวจรูญ,ไทยภักดี,เขต,พิษณุโลก,3,female,,,
10,นางนรินทรา แร่นาค,นาง,นรินทรา แร่นาค,พลังปวงชนไทย,เขต,เพชรบูรณ์,2,female,,,
10,นายธนเดช หินวิเศษ,นาย,ธนเดช หินวิเศษ,ชาติพัฒนากล้า,เขต,เพชรบูรณ์,6,male,,,
10,นายบุญศักดิ์ พึ่งเสือ,นาย,บุญศักดิ์ พึ่งเสือ,เพื่อชาติไทย,เขต,ราชบุรี,2,male,,,
13,นายดามพ์ เผด็จดัสกร,นาย,ดามพ์ เผด็จดัสกร,รวมแผ่นดิน,เขต,กาญจนบุรี,2,male,,,
12,นายชัยณรงค์ สุวรรณทิพย์,นาย,ชัยณรงค์ สุวรรณทิพย์,คลองไทย,เขต,กาญจนบุรี,5,male,,,
9,นายสุรศักดิ์ เข็มเงิน,นาย,สุรศักดิ์ เข็มเงิน,ทางเลือกใหม่,เขต,สุพรรณบุรี,4,male,,,
9,นายรัฐกร เจนกิจณรงค์,นาย,รัฐกร เจนกิจณรงค์,พลังประชารัฐ,เขต,นครปฐม,2,male,,,
9,นายดิเรก พิรเวชสกุล,นาย,ดิเรก พิรเวชสกุล,ภูมิใจไทย,เขต,ประจวบคีรีขันธ์,2,male,,,
11,นายกฤษฎา เดชสุวรรณรัศมี,นาย,กฤษฎา เดชสุวรรณรัศมี,ไทยสมาร์ท,เขต,นครศรีธรรมราช,4,male,,,
11,นางสาวมะลิวัลย์ ดาศรี,นางสาว,มะลิวัลย์ ดาศรี,คลองไทย,เขต,นครศรีธรรมราช,5,female,,,
13,นายนิโรธ บุญปราบ,นาย,นิโรธ บุญปราบ,พลังสังคมใหม่,เขต,นครศรีธรรมราช,6,male,,,
11,นางสาวพิมพ์ภัทรา วิชัยกุล,นางสาว,พิมพ์ภัทรา วิชัยกุล,รวมไทยสร้างชาติ,เขต,นครศรีธรรมราช,10,female,,,
12,นายเอกวิทย์ ศรีเจริญ,นาย,เอกวิทย์ ศรีเจริญ,ไทยสมาร์ท,เขต,นครศรีธรรมราช,10,male,,,
10,นางสาวสวลี หนูโส๊ะ,นางสาว,สวลี หนูโส๊ะ,คลองไทย,เขต,กระบี่,1,female,,,
10,นายชูวงศ์ มณีกุล,นาย,ชูวงศ์ มณีกุล,เสรีรวมไทย,เขต,กระบี่,2,male,,,
10,นายกวี ตันสุคตานนท์,นาย,กวี ตันสุคตานนท์,ประชาธิปัตย์,เขต,ภูเก็ต,1,male,,,
11,นายวิศิษฐ์ อนันต์ศิริภัณฑ์,นาย,วิศิษฐ์ อนันต์ศิริภัณฑ์,คลองไทย,เขต,ภูเก็ต,1,male,,,
10,นางสาวพลอยทะเล ลักษมีแสงจันทร์,นางสาว,พลอยทะเล ลักษมีแสงจันทร์,ประชาธิปัตย์,เขต,ภูเก็ต,2,female,,,
11,นายชัยยศ ปัญญาไวย,นาย,ชัยยศ ปัญญาไวย,ประชาธิปัตย์,เขต,ภูเก็ต,3,male,,,
11,นางสาวฤทัยทิพย์ รังสิประภัศร,นางสาว,ฤทัยทิพย์ รังสิประภัศร,เพื่อชาติ,เขต,สุราษฎร์ธานี,1,female,,,
12,นายขจรภพ วุฒิจันทร์,นาย,ขจรภพ วุฒิจันทร์,คลองไทย,เขต,สุราษฎร์ธานี,1,male,,,
13,นายพงษ์ศักดิ์ กุลเมือง,นาย,พงษ์ศักดิ์ กุลเมือง,ความหวังใหม่,เขต,สุราษฎร์ธานี,1,male,,,
10,นายสมศักดิ์ มือเพ็ชร,นาย,สมศักดิ์ มือเพ็ชร,คลองไทย,เขต,สุราษฎร์ธานี,2,male,,,
10,นายชาญวิทย์ โชคอำนวย,นาย,ชาญวิทย์ โชคอำนวย,คลองไทย,เขต,สุราษฎร์ธานี,3,male,,,
11,นางสาวศศิธร จงจิตร,นางสาว,ศศิธร จงจิตร,เพื่อชาติ,เขต,สุราษฎร์ธานี,4,female,,,
12,นายวิชิต นิตยา,นาย,วิชิต นิตยา,คลองไทย,เขต,สุราษฎร์ธานี,4,male,,,
11,นายกฤาณากร เสืออินโท,นาย,กฤาณากร เสืออินโท,คลองไทย,เขต,สุราษฎร์ธานี,5,male,,,
10,นายสำรอง ใจรังษี,นาย,สำรอง ใจรังษี,คลองไทย,เขต,สุราษฎร์ธานี,6,male,,,
11,นายณัทธพงศ์ ชูมาก,นาย,ณัทธพงศ์ ชูมาก,ความหวังใหม่,เขต,สุราษฎร์ธานี,6,male,,,
11,นางสาวจิดาภา มือเพ็ชร,นางสาว,จิดาภา มือเพ็ชร,คลองไทย,เขต,สุราษฎร์ธานี,7,female,,,
12,นางสาวสุนิสา นาคประดิษฐ์,นางสาว,สุนิสา นาคประดิษฐ์,ทางเลือกใหม่,เขต,สุราษฎร์ธานี,7,female,,,
8,นายสุไหรหมาน บรรจบ,นาย,สุไหรหมาน บรรจบ,คลองไทย,เขต,ระนอง,1,male,,,
9,นายชาตรี สุขใส,นาย,ชาตรี สุขใส,เสรีรวมไทย,เขต,ระนอง,1,male,,,
10,นายจิณณาวัฒน์ สินลอย,นาย,จิณณาวัฒน์ สินลอย,ไทยภักดี,เขต,ชุมพร,1,male,,,
11,นายวิชัย สุดสวาสดิ์,นาย,วิชัย สุดสวาสดิ์,รวมไทยสร้างชาติ,เขต,ชุมพร,1,male,,,
12,นายอิสรพงษ์ มากอำไพ,นาย,อิสรพงษ์ มากอำไพ,ประชาธิปัตย์,เขต,ชุมพร,1,male,,,
11,นายเสณี ชูสุริแสง,นาย,เสณี ชูสุริแสง,ไทยภักดี,เขต,ชุมพร,2,male,,,
12,นายสันต์ แซ่ตั้ง,นาย,สันต์ แซ่ตั้ง,รวมไทยสร้างชาติ,เขต,ชุมพร,2,male,,,
9,นายสุพล จุลใส,นาย,สุพล จุลใส,รวมไทยสร้างชาติ,เขต,ชุมพร,3,male,,,
12,นางลักขณา บุญรักษ์,นาง,ลักขณา บุญรักษ์,คลองไทย,เขต,สงขลา,2,female,,,
9,นายสุชาติ หลำเบ็นหมุด,นาย,สุชาติ หลำเบ็นหมุด,คลองไทย,เขต,สงขลา,5,male,,,
9,นางสาวเบญจมาศ พุทธกูล,นางสาว,เบญจมาศ พุทธกูล,คลองไทย,เขต,สงขลา,6,female,,,
9,นายประวิทย์ คงราช,นาย,ประวิทย์ คงราช,คลองไทย,เขต,สงขลา,7,male,,,
10,นายธนากรณ์ บุญมิ่ง,นาย,ธนากรณ์ บุญมิ่ง,คลองไทย,เขต,สงขลา,8,male,,,
11,นายบัญชา แก้วมอญ,นาย,บัญชา แก้วมอญ,ประชาไทย,เขต,สงขลา,8,male,,,
12,นายมังโสด หมะเต๊ะ,นาย,มังโสด หมะเต๊ะ,ประชาชาติ,เขต,สงขลา,8,male,,,
12,นายมีชัย เทศนอก,นาย,มีชัย เทศนอก,คลองไทย,เขต,สงขลา,9,male,,,
11,นางสาวอรุโณทัย เทศนอก,นางสาว,อรุโณทัย เทศนอก,คลองไทย,เขต,สตูล,1,female,,,
11,นายฮาบีบุญเลาะ เตาวะโต,นาย,ฮาบีบุญเลาะ เตาวะโต,คลองไทย,เขต,สตูล,2,male,,,
9,นายชำนาญ ทองร่วง,นาย,ชำนาญ ทองร่วง,รวมแผ่นดิน,เขต,ตรัง,2,male,,,
10,นายปรีชา ยอดยิ่ง,นาย,ปรีชา ยอดยิ่ง,ก้าวไกล,เขต,ตรัง,2,male,,,
13,นายวิราว์ วัฒนกิจ,นาย,วิราว์ วัฒนกิจ,ก้าวไกล,เขต,ตรัง,3,male,,,
9,นางสาวสุพรรษา มะเหร็ม,นางสาว,สุพรรษา มะเหร็ม,ก้าวไกล,เขต,ตรัง,4,female,,,
10,นายวิโรจน์ ทองโอเอี่ยม,นาย,วิโรจน์ ทองโอเอี่ยม,เพื่อไทย,เขต,ตรัง,4,male,,,
11,นายสุพรชัย พลฤทธิ์,นาย,สุพรชัย พลฤทธิ์,คลองไทย,เขต,ตรัง,4,male,,,
10,นายชัยจรงค์ ฤทธิสุนทร,นาย,ชัยจรงค์ ฤทธิสุนทร,เพื่อไทย,เขต,พัทลุง,1,male,,,
10,นางสาวณิชชา แก้วนุ้ย,นางสาว,ณิชชา แก้วนุ้ย,เพื่อไทย,เขต,พัทลุง,2,female,,,
7,พันตำรวจเอกสามารถ แก้วเนตร,พันตำรวจเอก,สามารถ แก้วเนตร,เสรีรวมไทย,เขต,อุบลราชธานี,1,,,,
12,นายอามัน ลิมสุไลมาน,นาย,อามัน ลิมสุไลมาน,เพื่อชาติ,เขต,ปัตตานี,1,male,,,
13,นางกัมปารา หลำสุบ,นาง,กัมปารา หลำสุบ,ไทยศรีวิไลย์,เขต,ปัตตานี,1,female,,,
12,นายดุลบุตร กะจิ,นาย,ดุลบุตร กะจิ,เพื่อชาติ,เขต,ปัตตานี,2,male,,,
13,นายอดุลย์ หะยีดือราแม,นาย,อดุลย์ หะยีดือราแม,เสรีรวมไทย,เขต,ปัตตานี,2,male,,,
13,นายมะดิง เย็ง,นาย,มะดิง เย็ง,เพื่อชาติ,เขต,ปัตตานี,3,male,,,
12,นายอับดุลการิม ยูโซะ,นาย,อับดุลการิม ยูโซะ,เพื่อชาติ,เขต,ปัตตานี,4,male,,,
